title,startDate,endDate,season,seasonYear,tags,format,status,episodes,genres,popularity,averageScore,countryOfOrigin,source,studios,rankings
Lupin the 3rd: Operation Return the Treasure,8-2003,8-2003,SUMMER,2003.0,"['Crime', 'Fugitive', 'Male Protagonist', 'Primarily Adult Cast', 'Foreign', 'Anti-Hero', 'Police', 'Detective', 'Primarily Male Cast', 'Shounen', 'Mafia', 'Samurai']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",1867,68.0,JP,MANGA,TMS Entertainment,0.0
Lupin the 3rd Part 2,10-1977,10-1980,FALL,1977.0,"['Fugitive', 'Episodic', 'Anti-Hero', 'Primarily Adult Cast', 'Seinen', 'Male Protagonist', 'Police', 'Crime', 'Foreign', 'Detective', 'Ensemble Cast', 'Travel', 'Guns', 'Samurai', 'Meta', 'Crossdressing', 'Military', 'Language Barrier', 'Robots', 'Nudity']",TV,FINISHED,155.0,"['Action', 'Adventure', 'Comedy', 'Mystery']",8931,75.0,JP,MANGA,VAP,0.0
Lupin the Third Part 3,3-1984,9-1985,SPRING,1984.0,"['Anti-Hero', 'Fugitive', 'Episodic', 'Seinen', 'Primarily Adult Cast', 'Male Protagonist', 'Crime', 'Detective', 'Police', 'Travel', 'Samurai', 'Nudity']",TV,FINISHED,50.0,"['Adventure', 'Comedy']",6297,69.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Lupin III: Return of Pycal,4-2002,4-2002,SPRING,2002.0,"['CGI', 'Meta', 'Samurai', 'Male Protagonist', 'Primarily Male Cast', 'Primarily Adult Cast', 'Foreign', 'Nudity', 'Guns', 'Shounen']",OVA,FINISHED,1.0,"['Adventure', 'Comedy', 'Music']",1735,51.0,JP,MANGA,VAP,24.0
Lupin the 3rd: Swallowtail Tattoo,7-2004,7-2004,SUMMER,2004.0,"['Anti-Hero', 'Shounen', 'Male Protagonist', 'Foreign', 'Samurai', 'Crime', 'Primarily Adult Cast', 'Guns']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",2057,64.0,JP,MANGA,TMS Entertainment,0.0
Lupin The 3rd: The Castle of Cagliostro,12-1979,12-1979,FALL,1979.0,"['Crime', 'Conspiracy', 'Fugitive', 'Male Protagonist', 'Anti-Hero', 'Foreign', 'Seinen', 'Primarily Adult Cast', 'Police', 'Guns', 'Samurai']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Mystery']",24822,80.0,JP,MANGA,Tokyo Movie Shinsha,89.0
Lupin the 3rd: The Fuma Conspiracy,12-1987,12-1987,FALL,1987.0,"['Crime', 'Fugitive', 'Male Protagonist', 'Primarily Adult Cast', 'Conspiracy', 'Police', 'Anti-Hero', 'Samurai', 'Shounen']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy']",3593,70.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Lupin the 3rd: The Legend of the Gold of Babylon,7-1985,7-1985,SUMMER,1985.0,"['Crime', 'Anti-Hero', 'Police', 'Fugitive', 'Shounen', 'Mafia', 'Male Protagonist', 'Primarily Adult Cast', 'Samurai', 'Aliens', 'Nudity']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy']",2590,59.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Lupin the 3rd: The Pursuit of Harimao's Treasure,8-1995,8-1995,SUMMER,1995.0,"['Fugitive', 'Male Protagonist', 'Primarily Adult Cast', 'Travel', 'Foreign', 'Military', 'Crossdressing', 'Samurai', 'Shounen']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",1952,64.0,JP,MANGA,VAP,0.0
Lupin III: The Secret of Mamo,12-1978,12-1978,FALL,1978.0,"['Foreign', 'Clone', 'Anti-Hero', 'Fugitive', 'Male Protagonist', 'Guns', 'Swordplay', 'Police', 'Crime', 'Nudity', 'Primarily Adult Cast', 'Samurai', 'Body Horror', 'Seinen']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",4464,68.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Lupin the 3rd: The Secret of Twilight Gemini,8-1996,8-1996,SUMMER,1996.0,"['Nudity', 'Foreign', 'Fugitive', 'Male Protagonist', 'Primarily Adult Cast']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",1949,62.0,JP,MANGA,VAP,0.0
Lupin The 3rd: Tokyo Crisis,7-1998,7-1998,SUMMER,1998.0,"['Anti-Hero', 'Crime', 'Detective', 'Fugitive', 'Male Protagonist', 'Primarily Adult Cast', 'Shounen', 'Samurai']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Mystery']",2380,68.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Lupin the 3rd: Voyage to Danger,7-1993,7-1993,SUMMER,1993.0,"['Espionage', 'Crime', 'Fugitive', 'Primarily Adult Cast', 'Police', 'Detective', 'Male Protagonist', 'Shounen', 'Guns', 'Samurai', 'Foreign', 'Anti-Hero', 'Tennis']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",2357,65.0,JP,,Tokyo Movie Shinsha,0.0
Lupin the Third: Island of Assassins,8-1997,8-1997,SUMMER,1997.0,"['Assassins', 'Crime', 'Espionage', 'Shounen', 'Fugitive', 'Primarily Adult Cast', 'Guns', 'Police', 'Detective', 'Samurai', 'Anti-Hero', 'Male Protagonist']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Mystery']",2495,69.0,JP,MANGA,VAP,0.0
Ninja Cadets,3-1996,6-1996,SPRING,1996.0,"['Ninja', 'Historical']",OVA,FINISHED,2.0,"['Adventure', 'Comedy', 'Supernatural']",810,49.0,JP,ORIGINAL,AIC,0.0
Night on the Galactic Railroad,7-1985,7-1985,SUMMER,1985.0,"['Afterlife', 'Trains', 'Classic Literature', 'Philosophy', 'Primarily Animal Cast', 'Tragedy', 'Animals', 'Anthropomorphism', 'Space', 'Mythology', 'Male Protagonist', 'Religion', 'Bullying', 'Historical']",MOVIE,FINISHED,1.0,"['Drama', 'Fantasy', 'Mystery']",9413,71.0,JP,OTHER,Group TAC,0.0
Reign: The Conqueror,9-1999,12-1999,FALL,1999.0,"['Historical', 'Military', 'Primarily Adult Cast', 'Primarily Male Cast', 'Foreign', 'Anachronism']",TV,FINISHED,13.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Supernatural']",1744,48.0,JP,OTHER,MADHOUSE,58.0
SOL BIANCA,3-1990,7-1991,SPRING,1990.0,"['Pirates', 'Space', 'Guns', 'Primarily Female Cast', 'Female Protagonist', 'Primarily Adult Cast']",OVA,FINISHED,2.0,"['Adventure', 'Sci-Fi']",1777,55.0,JP,ORIGINAL,AIC,15.0
Sol Bianca: The Legacy,9-1999,10-2000,FALL,1999.0,"['Space', 'Pirates', 'Female Protagonist', 'Guns', 'Lost Civilization', 'Augmented Reality', 'Tragedy']",OVA,FINISHED,6.0,"['Adventure', 'Mecha', 'Sci-Fi']",1089,55.0,JP,,AIC,15.0
Speed Racer,4-1967,3-1968,SPRING,1967.0,"['Cars', 'Male Protagonist', 'Shounen', 'Anti-Hero', 'Guns']",TV,FINISHED,52.0,"['Adventure', 'Sports']",3432,61.0,JP,MANGA,Tatsunoko Production,0.0
Go Lion,3-1981,2-1982,SPRING,1981.0,"['Aliens', 'Super Robot', 'Dystopian', 'Ensemble Cast', 'Kaiju', 'Primarily Male Cast', 'Episodic', 'Maids', 'Slavery']",TV,FINISHED,52.0,"['Adventure', 'Mecha', 'Sci-Fi']",1872,59.0,JP,ORIGINAL,Toei Animation,0.0
Brigadoon,7-2000,2-2001,SUMMER,2000.0,"['Super Robot', 'Female Protagonist', 'Historical', 'Robots', 'Aliens', 'Conspiracy', 'Time Manipulation', 'Bullying', 'Slapstick', 'Disability', 'Post-Apocalyptic', 'Found Family', 'Age Gap', 'Delinquents', 'School', 'Adoption', 'Nudity', 'Revenge', 'Food', 'Orphan', 'Isekai', 'Guns', 'Twins', 'Primarily Child Cast', 'Fugitive']",TV,FINISHED,26.0,"['Adventure', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi']",4129,65.0,JP,ORIGINAL,Sunrise,17.0
Sword for Truth,12-1990,12-1990,FALL,1990.0,"['Historical', 'Gore', 'Nudity', 'Swordplay', 'Ninja', 'Samurai']",MOVIE,FINISHED,1.0,"['Action', 'Supernatural', 'Thriller']",1146,38.0,JP,OTHER,Ashi Productions,28.0
The Samurai,11-1987,11-1987,FALL,1987.0,"['School', 'Shounen']",OVA,FINISHED,1.0,"['Action', 'Comedy', 'Romance']",788,52.0,JP,,TBS,0.0
Maison Ikkoku,3-1986,3-1988,SPRING,1986.0,"['Heterosexual', 'Seinen', 'Primarily Adult Cast', 'Coming of Age', 'Love Triangle', 'Male Protagonist', 'Episodic', 'Slapstick', 'Tsundere', 'College', 'Female Harem', 'Male Harem', 'Nudity', 'Ensemble Cast', 'Tennis', 'School Club', 'Baseball', 'Rugby']",TV,FINISHED,96.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",18644,77.0,JP,MANGA,Studio DEEN,437.0
Kemonozume,8-2006,11-2006,SUMMER,2006.0,"['Primarily Adult Cast', 'Body Horror', 'Fugitive', 'Demons', 'Shapeshifting', 'Gore', 'Monster Girl', 'Nudity', 'Samurai', 'Conspiracy', 'Heterosexual', 'Love Triangle', 'Swordplay', 'Slapstick', 'Surreal Comedy', 'Denpa']",TV,FINISHED,13.0,"['Action', 'Horror', 'Romance', 'Supernatural']",15959,69.0,JP,ORIGINAL,MADHOUSE,34.0
Ninja Resurrection,2-1998,3-1998,WINTER,1998.0,"['Swordplay', 'Historical', 'Gore', 'Mythology', 'Male Protagonist']",OVA,FINISHED,2.0,"['Action', 'Supernatural']",1321,44.0,JP,OTHER,ADV Films,19.0
L/R: Licensed by Royalty,1-2003,3-2003,WINTER,2003.0,"['Espionage', 'Royal Affairs', 'Male Protagonist', 'Terrorism', 'Episodic', 'Fugitive', 'Guns', 'Politics', 'Primarily Adult Cast']",TV,FINISHED,13.0,"['Action', 'Adventure', 'Mystery']",1143,56.0,JP,ORIGINAL,TNK,67.0
Key the Metal Idol,12-1994,6-1997,WINTER,1994.0,"['Robots', 'Idol', 'Female Protagonist', 'Artificial Intelligence', 'Cyberpunk', 'Conspiracy', 'Gore', 'Dissociative Identities', 'Tragedy', 'Amnesia', 'Nudity', 'Super Power', 'Kuudere', 'Guns', 'Cult']",OVA,FINISHED,15.0,"['Action', 'Drama', 'Mecha', 'Music', 'Sci-Fi']",7461,65.0,JP,ORIGINAL,Studio Pierrot,9.0
Space Knight Tekkaman,7-1975,12-1975,SUMMER,1975.0,"['Tokusatsu', 'Episodic', 'Henshin', 'Superhero', 'Space', 'Male Protagonist', 'Primarily Adult Cast', 'Primarily Male Cast', 'Post-Apocalyptic', 'Super Power', 'Aliens', 'Robots', 'Revenge', 'Heterosexual', 'Shapeshifting']",TV,FINISHED,26.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",1076,54.0,JP,ORIGINAL,Tatsunoko Production,0.0
Tekkaman Blade,2-1992,2-1993,WINTER,1992.0,"['Henshin', 'Tokusatsu', 'Aliens', 'Survival', 'Superhero', 'Tragedy', 'Real Robot', 'Nudity', 'Space', 'Twins']",TV,FINISHED,49.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",3851,68.0,JP,ORIGINAL,Sotsu,4.0
Tekkaman Blade II,7-1994,4-1995,SUMMER,1994.0,"['Henshin', 'Superhero', 'Military', 'Real Robot', 'Nudity']",OVA,FINISHED,6.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",991,53.0,JP,,Starchild Records,0.0
Memories,12-1995,12-1995,WINTER,1996.0,"['Anthology', 'Steampunk', 'Politics', 'Dystopian', 'Space', 'Primarily Male Cast', 'Cyberpunk', 'Military', 'War', 'Guns', 'Tragedy', 'Male Protagonist', 'Work', 'Episodic', 'Mopeds', 'Primarily Adult Cast', 'Memory Manipulation']",MOVIE,FINISHED,3.0,"['Adventure', 'Comedy', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi']",32558,75.0,JP,MANGA,MADHOUSE,265.0
Sadamitsu the Destroyer,1-2001,3-2001,WINTER,2001.0,"['School', 'Artificial Intelligence', 'Male Protagonist', 'Memory Manipulation', 'Delinquents', 'Aliens', 'Henshin', 'Swordplay', 'Tokusatsu', 'Motorcycles', 'Time Manipulation']",TV,FINISHED,10.0,"['Action', 'Mecha', 'Sci-Fi']",1284,60.0,JP,MANGA,Aniplex,42.0
Hakugei: Legend of the Moby Dick,4-1997,5-1999,SPRING,1997.0,"['Space Opera', 'Classic Literature', 'Space', 'Robots', 'Primarily Male Cast', 'Amnesia']",TV,FINISHED,26.0,"['Adventure', 'Sci-Fi']",1571,58.0,JP,ORIGINAL,ADV Films,22.0
Baoh the Visitor,9-1989,9-1989,FALL,1989.0,"['Super Power', 'Shounen', 'Gore', 'Fugitive', 'Body Horror', 'Robots', 'Male Protagonist', 'Conspiracy']",OVA,FINISHED,1.0,"['Action', 'Sci-Fi']",5146,57.0,JP,MANGA,Studio Pierrot,0.0
Monster Rancher,4-1999,3-2000,SPRING,1999.0,"['Kids', 'Isekai', 'Post-Apocalyptic', 'Tragedy', 'War']",TV,FINISHED,48.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",6891,63.0,JP,VIDEO_GAME,TMS Entertainment,28.0
City Hunter,4-1987,3-1988,SPRING,1987.0,"['Episodic', 'Crime', 'Slapstick', 'Guns', 'Primarily Adult Cast', 'Urban', 'Male Protagonist', 'Shounen', 'Yakuza', 'Mafia', 'Detective', 'Nudity']",TV,FINISHED,51.0,"['Action', 'Comedy', 'Mystery']",19149,76.0,JP,MANGA,Sunrise,0.0
City Hunter 2,4-1988,7-1989,SPRING,1988.0,"['Episodic', 'Guns', 'Crime', 'Mafia', 'Shounen', 'Primarily Adult Cast', 'Urban', 'Slapstick', 'Detective', 'Male Protagonist']",TV,FINISHED,63.0,"['Comedy', 'Mystery']",5619,78.0,JP,MANGA,Sunrise,395.0
City Hunter 3,10-1989,1-1990,FALL,1989.0,"['Episodic', 'Police', 'Slapstick', 'Crime', 'Primarily Adult Cast', 'Urban', 'Guns', 'Male Protagonist', 'Meta', 'Detective', 'Shounen']",TV,FINISHED,13.0,"['Comedy', 'Mystery']",4721,75.0,JP,MANGA,Sunrise,0.0
City Hunter '91,4-1991,10-1991,SPRING,1991.0,"['Shounen', 'Episodic', 'Police', 'Guns', 'Male Protagonist']",TV,FINISHED,13.0,"['Action', 'Comedy', 'Mystery']",4433,74.0,JP,MANGA,Sunrise,2.0
City Hunter: .357 Magnum,6-1989,6-1989,SUMMER,1989.0,"['Police', 'Primarily Adult Cast', 'Male Protagonist', 'Guns', 'Shounen']",MOVIE,FINISHED,1.0,"['Action', 'Comedy']",1998,69.0,JP,MANGA,Sunrise,0.0
City Hunter: Bay City Wars,8-1990,8-1990,SUMMER,1990.0,"['Police', 'Terrorism', 'Slapstick', 'Urban', 'Guns', 'Crime', 'Revenge', 'Primarily Adult Cast', 'Male Protagonist', 'Food', 'Detective', 'Shounen']",MOVIE,FINISHED,1.0,"['Action', 'Comedy']",1987,69.0,JP,,Sunrise,2.0
City Hunter: Million Dollar Conspiracy,8-1990,8-1990,SUMMER,1990.0,"['Police', 'Primarily Adult Cast', 'Crime', 'Guns', 'Slapstick', 'Urban', 'Male Protagonist', 'Revenge', 'Terrorism', 'Espionage', 'Conspiracy', 'Detective', 'Shounen']",MOVIE,FINISHED,1.0,['Action'],1840,69.0,JP,,Sunrise,1.0
City Hunter: The Secret Service,1-1996,1-1996,WINTER,1996.0,"['Police', 'Shounen', 'Male Protagonist', 'Female Protagonist']",SPECIAL,FINISHED,1.0,"['Action', 'Comedy', 'Mystery']",1896,70.0,JP,MANGA,Sunrise,0.0
City Hunter: Goodbye My Sweetheart,4-1997,4-1997,SPRING,1997.0,"['Detective', 'Male Protagonist', 'Terrorism', 'Urban', 'Primarily Adult Cast', 'Shounen', 'Police', 'Guns']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy']",1783,70.0,JP,,Sunrise,0.0
City Hunter: Death of the Vicious Criminal Ryo Saeba,4-1999,4-1999,SPRING,1999.0,"['Shounen', 'Primarily Adult Cast', 'Male Protagonist']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy']",1623,69.0,JP,,Sunrise,0.0
Sky Girls OVA,8-2006,8-2006,SUMMER,2006.0,"['Military', 'Aviation', 'Primarily Female Cast']",OVA,FINISHED,1.0,"['Mecha', 'Sci-Fi']",1504,60.0,JP,ORIGINAL,J.C. Staff,20.0
"Urusei Yatsura: Haru da, Tobidase!",4-1982,4-1982,SPRING,1982.0,"['Male Protagonist', 'Aliens', 'School', 'Shounen', 'Ninja']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",1711,61.0,JP,MANGA,Studio Pierrot,0.0
D.Gray-man,10-2006,9-2008,FALL,2006.0,"['Shounen', 'Demons', 'Male Protagonist', 'Super Power', 'LGBTQ+ Themes', 'Foreign', 'Urban Fantasy', 'Primarily Male Cast', 'Anachronism', 'Rehabilitation', 'Steampunk', 'Ensemble Cast', 'Kuudere', 'Primarily Teen Cast', 'Philosophy']",TV,FINISHED,103.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",88495,76.0,JP,MANGA,TV Tokyo,450.0
MASTER Keaton,10-1998,3-1999,FALL,1998.0,"['Episodic', 'Male Protagonist', 'Foreign', 'Seinen', 'Historical', 'Primarily Adult Cast', 'Work', 'Detective']",TV,FINISHED,24.0,"['Adventure', 'Drama', 'Mystery']",7396,72.0,JP,MANGA,MADHOUSE,8.0
Blood Reign: Curse of the Yoma,5-1989,6-1989,SPRING,1989.0,"['Ninja', 'Demons', 'Shoujo', 'Male Protagonist', 'Tragedy', 'Gore']",OVA,FINISHED,2.0,"['Action', 'Adventure', 'Horror', 'Supernatural']",2067,53.0,JP,MANGA,J.C. Staff,0.0
Baby and Me,7-1996,3-1997,SUMMER,1996.0,"['Shoujo', 'Male Protagonist', 'Episodic', 'Primarily Child Cast', 'Primarily Male Cast', 'Family Life']",TV,FINISHED,35.0,"['Comedy', 'Drama', 'Slice of Life']",4044,72.0,JP,MANGA,Studio Pierrot,10.0
Kodocha,4-1996,3-1998,SPRING,1996.0,"['Work', 'Primarily Child Cast', 'Shoujo', 'Slapstick', 'Female Protagonist', 'Foreign', 'Adoption', 'Meta', 'Love Triangle', 'Coming of Age', 'Surreal Comedy', 'School', 'Acting', 'Rehabilitation', 'Bullying', 'Urban', 'Heterosexual', 'Age Gap', 'Tragedy']",TV,FINISHED,102.0,"['Comedy', 'Drama', 'Romance']",14149,77.0,JP,MANGA,TV Tokyo,430.0
.hack//Unison,10-2003,10-2003,FALL,2003.0,"['Magic', 'Video Games', 'Virtual World']",SPECIAL,FINISHED,1.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",3984,61.0,JP,ORIGINAL,Bee Train,0.0
Area 88,2-1985,6-1986,WINTER,1985.0,"['Tragedy', 'Military', 'Aviation', 'Seinen', 'Primarily Adult Cast', 'Foreign', 'Survival', 'Male Protagonist', 'Ojou-sama', 'Orphan']",OVA,FINISHED,3.0,"['Action', 'Adventure', 'Drama', 'Romance']",5629,72.0,JP,MANGA,Studio Pierrot,0.0
Renkin San-kyuu Magical? Pokaan Specials,6-2006,10-2006,SUMMER,2006.0,"['Vampire', 'Monster Girl', 'Primarily Female Cast', 'Magic', 'Parody', 'Cute Girls Doing Cute Things', 'Werewolf', 'Witch', 'Robots']",SPECIAL,FINISHED,3.0,"['Comedy', 'Ecchi']",1628,64.0,JP,ORIGINAL,Remic,0.0
The Galaxy Railways,10-2003,4-2004,FALL,2003.0,"['Space', 'Male Protagonist', 'Trains', 'Military', 'Time Manipulation']",TV,FINISHED,26.0,"['Action', 'Drama', 'Sci-Fi']",2469,63.0,JP,ORIGINAL,Funimation,39.0
Galaxy Express 999,9-1978,4-1981,FALL,1978.0,"['Space', 'Dystopian', 'Robots', 'Trains', 'Space Opera', 'Episodic', 'Coming of Age', 'Philosophy', 'Shounen', 'Environmental', 'Guns', 'Male Protagonist', 'Crossover', 'Time Manipulation']",TV,FINISHED,113.0,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",11176,73.0,JP,MANGA,Toei Animation,0.0
Project ARMS,4-2001,9-2001,SPRING,2001.0,"['Super Power', 'Crime', 'Survival', 'Police', 'Urban Fantasy', 'Dissociative Identities', 'Fugitive', 'Terrorism', 'Shounen', 'Aliens', 'Age Regression', 'Artificial Intelligence', 'Body Horror', 'Coming of Age', 'Cyborg', 'Ensemble Cast', 'Gore', 'Guns', 'Military', 'Revenge', 'Tsundere', 'Urban', 'Conspiracy', 'Cyberpunk', 'Martial Arts']",TV,FINISHED,26.0,"['Action', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",2442,62.0,JP,MANGA,TMS Entertainment,36.0
Project ARMS: The 2nd Chapter,10-2001,3-2002,FALL,2001.0,"['Police', 'School', 'Super Power', 'Shounen']",TV,FINISHED,26.0,"['Action', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",964,61.0,JP,MANGA,TMS Entertainment,39.0
Darkside Blues,10-1994,10-1994,FALL,1994.0,"['Primarily Adult Cast', 'Shoujo', 'Dystopian', 'Cyberpunk', 'Terrorism', 'Gore', 'Ensemble Cast', 'Super Power', 'Guns', 'Nudity', 'Body Horror', 'Politics', 'Religion']",MOVIE,FINISHED,1.0,"['Horror', 'Mystery', 'Psychological', 'Sci-Fi']",2338,51.0,JP,MANGA,J.C. Staff,19.0
Maetel Legend,12-2000,3-2001,FALL,2000.0,"['Female Protagonist', 'Cyberpunk', 'Space', 'Robots']",OVA,FINISHED,2.0,"['Drama', 'Sci-Fi']",1403,59.0,JP,ORIGINAL,Vega Entertainment,12.0
Miyuki-chan In Wonderland,6-1995,6-1995,SUMMER,1995.0,"['Classic Literature', 'Primarily Female Cast', 'Female Harem', 'Female Protagonist', 'Isekai', 'Parody', 'Yuri', 'Nudity', 'Monster Girl', 'Clone', 'Ojou-sama', 'Primarily Adult Cast', 'Martial Arts']",OVA,FINISHED,2.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",2681,50.0,JP,MANGA,Kadokawa Shoten,9.0
Tales of the Street Corner,11-1962,11-1962,FALL,1962.0,"['No Dialogue', 'Urban', 'War', 'Tragedy', 'Historical']",MOVIE,FINISHED,1.0,"['Drama', 'Fantasy', 'Music', 'Romance']",1680,62.0,JP,ORIGINAL,Mushi Production,0.0
Black Blood Brothers,9-2006,11-2006,FALL,2006.0,"['Vampire', 'Reincarnation', 'Swordplay', 'Travel', 'Revenge', 'War', 'Terrorism', 'Historical']",TV,FINISHED,12.0,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",10102,65.0,JP,LIGHT_NOVEL,Group TAC,61.0
MaMa,6-1997,7-1997,SUMMER,1997.0,[],OVA,FINISHED,2.0,['Hentai'],323,44.0,JP,,Happinet Pictures,0.0
Ghost Talker's Daydream,6-2004,12-2004,SUMMER,2004.0,"['Detective', 'Afterlife', 'Ghost', 'Nudity', 'Female Protagonist']",OVA,FINISHED,4.0,"['Comedy', 'Drama', 'Ecchi', 'Horror', 'Supernatural']",2434,55.0,JP,MANGA,Bandai Visual,28.0
Kaleido Star: It's Good! Goood!!,9-2006,9-2006,FALL,2006.0,"['Circus', 'Chibi', 'Full CGI', 'Food', 'Female Protagonist', 'Shoujo', 'Educational']",OVA,FINISHED,1.0,['Comedy'],1234,57.0,JP,,Hal Film Maker,26.0
Magical Project S,10-1996,3-1997,FALL,1996.0,"['Magic', 'Henshin', 'Parody', 'Meta', 'Female Protagonist']",TV,FINISHED,26.0,"['Comedy', 'Fantasy', 'Mahou Shoujo']",1711,59.0,JP,ORIGINAL,APPP,24.0
Magical Project S Specials,1997,1997,,1997,"['Parody', 'Magic', 'Meta', 'Seinen']",SPECIAL,FINISHED,7.0,"['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo']",494,52.0,JP,,APPP,0.0
Choujikuu Yousai Macross FLASH BACK 2012,6-1987,6-1987,SUMMER,1987.0,"['Space Opera', 'Idol', 'Aliens', 'Military', 'Space']",OVA,FINISHED,1.0,"['Drama', 'Mecha', 'Music', 'Sci-Fi']",2500,63.0,JP,,Artland,0.0
Case Closed: Strategy Above the Depths,4-2005,4-2005,SPRING,2005.0,"['Detective', 'Police', 'Shounen', 'Male Protagonist', 'Age Regression', 'Ships']",MOVIE,FINISHED,1.0,"['Adventure', 'Comedy', 'Mystery']",8734,75.0,JP,ORIGINAL,TMS Entertainment,273.0
Case Closed: Requiem of the Detectives,4-2006,4-2006,SPRING,2006.0,"['Detective', 'Shounen', 'Age Regression', 'Police', 'Male Protagonist', 'Crossover', 'Tanned Skin']",MOVIE,FINISHED,1.0,['Mystery'],9014,77.0,JP,ORIGINAL,TMS Entertainment,159.0
Sci-fi Harry,10-2000,3-2001,FALL,2000.0,"['Foreign', 'Super Power', 'Bullying', 'Seinen', 'Male Protagonist', 'Urban', 'Denpa', 'School', 'Ghost', 'Nudity', 'Conspiracy', 'Basketball', 'Space']",TV,FINISHED,20.0,"['Drama', 'Horror', 'Sci-Fi']",2228,54.0,JP,MANGA,APPP,41.0
Save Me! Lollipop,7-2006,9-2006,SUMMER,2006.0,"['Shoujo', 'Magic', 'Surreal Comedy', 'Love Triangle', 'School', 'Female Protagonist', 'Crossdressing']",TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Romance']",3996,61.0,JP,MANGA,Sunshine Corporation,88.0
Forbidden Love,6-2003,9-2003,SUMMER,2003.0,['Female Harem'],OVA,FINISHED,2.0,['Hentai'],735,55.0,JP,VISUAL_NOVEL,Green Bunny,0.0
Debts of Desire,6-2002,9-2002,SUMMER,2002.0,"['Blackmail', 'Rape', 'Bondage']",OVA,FINISHED,2.0,['Hentai'],634,45.0,JP,VISUAL_NOVEL,Y.O.U.C,0.0
Angels in the Court,10-2000,12-2000,FALL,2000.0,"['Female Harem', 'Group Sex', 'School', 'Volleyball', 'Primarily Female Cast', 'Cunnilingus', 'Fellatio', 'Defloration', 'Threesome', 'Bondage']",OVA,FINISHED,2.0,"['Hentai', 'Sports']",524,47.0,JP,VISUAL_NOVEL,NuTech Digital,0.0
Angels in the Court 2,10-2001,1-2002,FALL,2001.0,"['Nudity', 'Teacher', 'Volleyball', 'Female Harem', 'Age Gap', 'Outdoor', 'Public Sex', 'Cunnilingus', 'Tanned Skin', 'Bondage', 'Fellatio', 'Motorcycles', 'Yuri']",OVA,FINISHED,2.0,"['Hentai', 'Sports']",433,46.0,JP,VISUAL_NOVEL,Pink Pineapple,0.0
UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,5-2005,10-2005,SPRING,2005.0,['Magic'],OVA,FINISHED,6.0,"['Comedy', 'Romance', 'Sci-Fi']",1281,61.0,JP,MANGA,,23.0
Fighting Fairy Girl Rescue Me: Mave-chan,2-2005,2-2005,WINTER,2005.0,"['Otaku Culture', 'Parody', 'Shounen', 'Isekai', 'Elf', 'Male Protagonist', 'Primarily Female Cast', 'Super Robot']",OVA,FINISHED,1.0,"['Comedy', 'Sci-Fi']",1101,47.0,JP,,Bandai Visual,0.0
Kirarin Revolution,4-2006,3-2009,SPRING,2006.0,"['Shoujo', 'Idol', 'Female Protagonist', 'Musical', 'Love Triangle', 'Primarily Child Cast', 'CGI', 'Fashion']",TV,FINISHED,153.0,"['Comedy', 'Drama', 'Music', 'Romance']",5291,66.0,JP,MANGA,Shogakukan-Shueisha Productions,55.0
